,total_volunteers,advocacy and organizing,animals,arts and culture,children and youth related,civic engagement (voting voter registration),education and literacy,emergency management and disaster response,employment and workforce development,environment and sustainability,faith-based,health and medicine,homeless and shelter,human rights,human services,immigrants and/or refugees,justice-related,legal services,lgbtqia+,people with disabilities,senior services,women's issues,organization_type_,organization_type_article 28- nursing home facility,organization_type_arts organization,organization_type_cat rescue and adoption,organization_type_charity,organization_type_city agency,organization_type_coalition of cbos /fbo,organization_type_college and/or university,organization_type_community center,organization_type_community garden,organization_type_community-based organization,organization_type_community/ public foundation,organization_type_cultural center & botanical garden,organization_type_cultural institution,organization_type_cultural/museum,organization_type_education,organization_type_faith-based institution,organization_type_federally mandated advocacy program,organization_type_federally qualified health center,organization_type_film festival,organization_type_foster care agency,organization_type_foundation,organization_type_health care organization,organization_type_home health & hospice care,organization_type_hospital,organization_type_human services,organization_type_k-12 private school,organization_type_legal services,organization_type_legal services organization,organization_type_literacy and theater,organization_type_membership organization,organization_type_museum,organization_type_museum/botanical garden,organization_type_music school,organization_type_ngo,organization_type_non profit,organization_type_nursing facility,organization_type_nursing home,organization_type_nursing home & rehab,organization_type_nyc mayor's office,organization_type_park conservancy,organization_type_parks and public spaces,organization_type_private / public partnership,organization_type_private agency,organization_type_public library,organization_type_public park,organization_type_public-private partnership,organization_type_public/ private partnership,organization_type_quality of life issues,organization_type_senior center,organization_type_senior citizens center,organization_type_senior services,organization_type_social emotional learning,organization_type_social service agency,organization_type_theatre company,organization_type_volunteer-led group,organization_type_zoo,All Boroughs,BK,BX,MN,QN,SI
10,381.40442132639794,0.6511867871213547,0.0,0.0,0.0,0.0,0.0,0.6511867871213547,0.0,0.3488132128786453,0.0,0.0,0.6511867871213547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3488132128786453,0.0,0.0,0.0,0.6511867871213547,0.0
11,594.0,0.9973436802863775,0.0,0.0,0.0,0.0,0.0,0.9973436802863775,0.0,0.002656319713622457,0.0,0.0,0.9973436802863775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002656319713622457,0.0,0.0,0.0,0.9973436802863775,0.0
12,1124.0,0.20958046620523818,0.0,1.0,0.20958046620523818,0.20958046620523818,1.0,0.0,0.20958046620523818,0.0,0.0,0.0,0.0,0.0,0.0,0.20958046620523818,0.0,0.20958046620523818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20958046620523818,0.0,0.20958046620523818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7904195337947618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20958046620523818,0.0,0.0,0.7904195337947618,0.0,0.0
13,788.2333544705136,0.0,0.0,0.30869868394734734,0.6913013160526527,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6913013160526527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30869868394734734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6913013160526527,0.0,0.0,0.30869868394734734,0.0,0.0
14,1192.0,0.29529556306096383,0.0,1.0,0.29529556306096383,0.29529556306096383,0.29529556306096383,0.0,0.29529556306096383,0.7047044369390362,0.0,0.29529556306096383,0.0,0.0,0.29529556306096383,0.0,0.29529556306096383,0.0,0.0,1.0,0.29529556306096383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29529556306096383,0.7047044369390362,0.0,0.0,0.0,0.0
15,816.2079510703364,1.0,0.0,1.0,0.24955419215753638,0.24955419215753638,1.0,0.7504458078424636,0.24955419215753638,0.7504458078424636,0.7504458078424636,1.0,0.0,0.0,1.0,0.7504458078424636,0.24955419215753638,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7504458078424636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24955419215753638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16,1253.0,0.4222790516286895,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4222790516286895,0.0,0.0,0.0,0.0,0.0,0.0,0.4222790516286895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4222790516286895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4222790516286895,0.0,0.5777209483713105,0.0,0.4222790516286895,0.0,0.0,0.0
17,808.4625850340135,0.0,0.0,0.33699089847078556,0.6630091015292144,0.0,0.6630091015292144,0.0,0.0,0.33699089847078556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33699089847078556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6630091015292144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33699089847078556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6630091015292144,0.33699089847078556,0.0,0.0,0.0,0.0
18,854.8424737456241,0.17521503677304295,0.0,0.824784963226957,0.17521503677304295,0.0,0.17521503677304295,0.0,0.0,0.824784963226957,0.0,0.17521503677304295,0.0,0.0,0.0,0.0,0.0,0.0,0.17521503677304295,0.824784963226957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17521503677304295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17521503677304295,0.0,0.0,0.824784963226957,0.17521503677304295,0.0,0.0,0.0
19,1206.5,0.3828779531640323,0.0,1.0,0.3828779531640323,0.3828779531640323,0.3828779531640323,0.0,0.3828779531640323,0.6171220468359677,0.0,0.3828779531640323,0.0,0.0,0.3828779531640323,0.0,0.3828779531640323,0.0,0.0,1.0,0.3828779531640323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3828779531640323,0.6171220468359677,0.0,0.0,0.0,0.0
20,128.6201550387597,0.0,0.0,0.228740445798727,0.228740445798727,0.228740445798727,0.228740445798727,0.0,0.228740445798727,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.771259554201273,0.771259554201273,1.0,0.0,0.228740445798727,0.771259554201273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.771259554201273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228740445798727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228740445798727,0.0,0.771259554201273,0.0,0.0,0.0
21,128.6201550387597,0.0,0.0,0.34680543658806184,0.34680543658806184,0.34680543658806184,0.34680543658806184,0.0,0.34680543658806184,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6531945634119382,0.6531945634119382,1.0,0.0,0.34680543658806184,0.6531945634119382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6531945634119382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34680543658806184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34680543658806184,0.0,0.6531945634119382,0.0,0.0,0.0
22,300.0,0.6681792372961605,0.6681792372961605,0.33182076270383953,1.0,0.6681792372961605,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6681792372961605,0.6681792372961605,1.0,0.6681792372961605,0.0,0.0,0.6681792372961605,0.6681792372961605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6681792372961605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33182076270383953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6681792372961605,0.0,0.33182076270383953,0.0
23,300.0,0.9415059029183901,0.9415059029183901,0.0,1.0,0.9415059029183901,0.9415059029183901,0.0,0.9415059029183901,0.0,0.0,0.0,0.0,0.9415059029183901,0.9415059029183901,0.9415059029183901,0.9415059029183901,0.0,0.0,0.9415059029183901,0.9415059029183901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05849409708160991,0.0,0.9415059029183901,0.0,0.0,0.0
24,128.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24724152886746864,0.0,0.0,0.24724152886746864,0.0,0.0,0.0,0.0,0.0,0.7527584711325314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7527584711325314,0.0,0.0,0.24724152886746864
25,128.0,0.47332934370325497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47332934370325497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.526670656296745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26,139.0,0.5521049973576074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5521049973576074,0.0,0.0,0.5521049973576074,0.0,0.44789500264239257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44789500264239257,0.0,0.0,0.0,0.0,0.5521049973576074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44789500264239257,0.0,0.5521049973576074
27,86.35838150289018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9336905477425584,0.0,0.0,0.9336905477425584,0.0,0.0,0.0,0.0,0.0,0.06630945225744156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06630945225744156,0.0,0.0,0.9336905477425584
28,1251.5,0.7464860344085396,0.0,0.7464860344085396,0.25351396559146044,0.0,1.0,0.7464860344085396,0.0,0.7464860344085396,0.7464860344085396,0.7464860344085396,0.0,0.0,0.7464860344085396,0.7464860344085396,0.0,0.0,0.0,0.7464860344085396,0.7464860344085396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25351396559146044,0.0,0.0,0.0,0.0,0.0,0.7464860344085396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29,1237.0,0.46851627524660566,0.0,1.0,0.0,0.0,1.0,0.46851627524660566,0.0,0.46851627524660566,0.46851627524660566,0.46851627524660566,0.0,0.0,0.46851627524660566,0.46851627524660566,0.0,0.0,0.0,0.46851627524660566,0.46851627524660566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46851627524660566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5314837247533943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46851627524660566,0.0,0.0,0.5314837247533943,0.0,0.0
30,5.833333333333333,0.0,0.0,0.0,0.0,0.0,0.9492403811142682,0.0,0.0,0.9492403811142682,0.0,0.0,0.0,0.0,0.9492403811142682,0.9492403811142682,0.9492403811142682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9492403811142682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9492403811142682,0.05075961888573177,0.0,0.0,0.0,0.0
